datetime,open,high,low,close,bar_size,mid_price,body_size,body_ratio,bar_context,upper_tail,lower_tail,upper_tail_ratio,lower_tail_ratio,tail_context,close_vs_prior_high_low,breakout_depth_vs_prior,lookback_1_to_5
13/5/2026 20:53,4676.88,4679.46,4675.54,4679.15,3.92,4677.50,2.27,0.579,Bull breakout bar,0.31,1.34,0.079,0.342,"almost_no_upper_tail, long_lower_tail",close_above_prior_high,1.63,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 20:54,4679.14,4683.07,4678.39,4683.07,4.68,4680.73,3.93,0.840,Bull breakout bar,0.00,0.75,0.000,0.160,"no_upper_tail, small_lower_tail",close_above_prior_high,3.61,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:55,4683.11,4683.31,4679.28,4679.75,4.03,4681.30,3.36,0.834,Bear breakout bar,0.20,0.47,0.050,0.117,"almost_no_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:56,4679.74,4680.03,4677.48,4678.58,2.55,4678.75,1.16,0.455,Bear breakout bar,0.29,1.10,0.114,0.431,"small_upper_tail, long_lower_tail",close_below_prior_low,0.70,1:lower_low_lower_high;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:57,4678.57,4682.90,4678.24,4682.21,4.66,4680.57,3.64,0.781,Bull breakout bar,0.69,0.33,0.148,0.071,"small_upper_tail, almost_no_lower_tail",close_above_prior_high,2.18,1:higher_high_higher_low;2:lower_low_lower_high;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:58,4682.24,4682.43,4680.55,4681.06,1.88,4681.49,1.18,0.628,"Bear breakout bar, inside_bar",0.19,0.51,0.101,0.271,"small_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:inside_bar;2:higher_high_higher_low;3:lower_low_lower_high;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:59,4681.06,4682.03,4679.35,4679.44,2.68,4680.69,1.62,0.604,Bear breakout bar,0.97,0.09,0.362,0.034,"long_upper_tail, almost_no_lower_tail",close_below_prior_low,1.11,1:lower_low_lower_high;2:inside_bar;3:higher_high_higher_low;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 21:00,4679.43,4680.57,4674.97,4675.19,5.60,4677.77,4.24,0.757,Bear breakout bar,1.14,0.22,0.204,0.039,"small_upper_tail, almost_no_lower_tail",close_below_prior_low,4.16,1:lower_low_lower_high;2:lower_low_lower_high;3:inside_bar;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 21:01,4675.11,4676.01,4672.80,4675.94,3.21,4674.41,0.83,0.259,Bull breakout bar,0.07,2.31,0.022,0.720,"almost_no_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:lower_low_lower_high;2:lower_low_lower_high;3:lower_low_lower_high;4:inside_bar;5:higher_high_higher_low
13/5/2026 21:02,4675.88,4676.90,4674.22,4676.35,2.68,4675.56,0.47,0.175,Bull breakout bar,0.55,1.66,0.205,0.619,"small_upper_tail, long_lower_tail",close_above_prior_high,0.34,1:higher_high_higher_low;2:lower_low_lower_high;3:lower_low_lower_high;4:lower_low_lower_high;5:inside_bar
13/5/2026 21:03,4676.32,4677.16,4675.53,4675.72,1.63,4676.34,0.60,0.368,Bear doji,0.84,0.19,0.515,0.117,"long_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:higher_high_higher_low;2:higher_high_higher_low;3:lower_low_lower_high;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 21:04,4675.71,4678.06,4675.22,4676.89,2.84,4676.64,1.18,0.415,"Bull doji, outside_bar",1.17,0.49,0.412,0.173,"long_upper_tail, small_lower_tail",close_below_prior_high,0.00,1:outside_bar;2:higher_high_higher_low;3:higher_high_higher_low;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 21:05,4676.88,4679.17,4675.34,4677.70,3.83,4677.26,0.82,0.214,Bull doji,1.47,1.54,0.384,0.402,"long_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:outside_bar;3:higher_high_higher_low;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 21:06,4677.69,4678.43,4673.95,4675.43,4.48,4676.19,2.26,0.504,Bear breakout bar,0.74,1.48,0.165,0.330,"small_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:lower_low_lower_high;2:higher_high_higher_low;3:outside_bar;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 21:07,4675.40,4680.91,4674.95,4680.70,5.96,4677.93,5.30,0.889,Bull breakout bar,0.21,0.45,0.035,0.076,"almost_no_upper_tail, almost_no_lower_tail",close_above_prior_high,2.27,1:higher_high_higher_low;2:lower_low_lower_high;3:higher_high_higher_low;4:outside_bar;5:higher_high_higher_low
13/5/2026 21:08,4680.69,4680.88,4676.89,4679.93,3.99,4678.89,0.76,0.190,"Bear reversal bar, Bear doji, inside_bar",0.19,3.04,0.048,0.762,"almost_no_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:inside_bar;2:higher_high_higher_low;3:lower_low_lower_high;4:higher_high_higher_low;5:outside_bar
13/5/2026 21:09,4679.94,4679.97,4677.31,4677.67,2.66,4678.64,2.27,0.853,"Bear breakout bar, inside_bar",0.03,0.36,0.011,0.135,"almost_no_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:inside_bar;2:inside_bar;3:higher_high_higher_low;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 21:10,4677.68,4680.48,4676.88,4678.90,3.60,4678.68,1.22,0.339,"Bull doji, outside_bar",1.58,0.80,0.439,0.222,"long_upper_tail, small_lower_tail",close_below_prior_high,0.00,1:outside_bar;2:inside_bar;3:inside_bar;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 21:11,4678.91,4681.05,4678.21,4679.64,2.84,4679.63,0.73,0.257,Bull doji,1.41,0.70,0.496,0.246,"long_upper_tail, small_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:outside_bar;3:inside_bar;4:inside_bar;5:higher_high_higher_low
13/5/2026 21:12,4679.66,4682.34,4678.13,4681.34,4.21,4680.24,1.68,0.399,"Bull breakout bar, outside_bar",1.00,1.53,0.238,0.363,"small_upper_tail, long_lower_tail",close_above_prior_high,0.29,1:outside_bar;2:higher_high_higher_low;3:outside_bar;4:inside_bar;5:inside_bar
13/5/2026 21:13,4681.36,4683.30,4679.56,4680.92,3.74,4681.43,0.44,0.118,Bear doji,1.94,1.36,0.519,0.364,"long_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:higher_high_higher_low;2:outside_bar;3:higher_high_higher_low;4:outside_bar;5:inside_bar
13/5/2026 21:14,4680.91,4681.69,4680.04,4681.37,1.65,4680.87,0.46,0.279,"Bull doji, inside_bar",0.32,0.87,0.194,0.527,"small_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:inside_bar;2:higher_high_higher_low;3:outside_bar;4:higher_high_higher_low;5:outside_bar
13/5/2026 21:15,4681.37,4682.37,4680.34,4681.56,2.03,4681.36,0.19,0.094,Bull doji,0.81,1.03,0.399,0.507,"long_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:inside_bar;3:higher_high_higher_low;4:outside_bar;5:higher_high_higher_low
13/5/2026 21:16,4681.54,4682.29,4678.75,4679.77,3.54,4680.52,1.77,0.500,Bear breakout bar,0.75,1.02,0.212,0.288,"small_upper_tail, small_lower_tail",close_below_prior_low,0.57,1:lower_low_lower_high;2:higher_high_higher_low;3:inside_bar;4:higher_high_higher_low;5:outside_bar
13/5/2026 21:17,4679.76,4679.87,4676.50,4677.23,3.37,4678.18,2.53,0.751,Bear breakout bar,0.11,0.73,0.033,0.217,"almost_no_upper_tail, small_lower_tail",close_below_prior_low,1.52,1:lower_low_lower_high;2:lower_low_lower_high;3:higher_high_higher_low;4:inside_bar;5:higher_high_higher_low
13/5/2026 21:18,4677.24,4677.80,4674.50,4675.10,3.30,4676.15,2.14,0.648,Bear breakout bar,0.56,0.60,0.170,0.182,"small_upper_tail, small_lower_tail",close_below_prior_low,1.40,1:lower_low_lower_high;2:lower_low_lower_high;3:lower_low_lower_high;4:higher_high_higher_low;5:inside_bar
13/5/2026 21:19,4675.13,4676.29,4673.48,4674.08,2.81,4674.89,1.05,0.374,Bear breakout bar,1.16,0.60,0.413,0.214,"long_upper_tail, small_lower_tail",close_below_prior_low,0.42,1:lower_low_lower_high;2:lower_low_lower_high;3:lower_low_lower_high;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 21:20,4674.07,4676.64,4673.50,4676.18,3.14,4675.07,2.11,0.672,Bull breakout bar,0.46,0.57,0.146,0.182,"small_upper_tail, small_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:lower_low_lower_high;3:lower_low_lower_high;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 21:21,4676.19,4677.63,4675.63,4677.57,2.00,4676.63,1.38,0.690,Bull breakout bar,0.06,0.56,0.030,0.280,"almost_no_upper_tail, small_lower_tail",close_above_prior_high,0.93,1:higher_high_higher_low;2:higher_high_higher_low;3:lower_low_lower_high;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 21:22,4677.56,4678.55,4676.74,4677.51,1.81,4677.65,0.05,0.028,Bear doji,0.99,0.77,0.547,0.425,"long_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 21:23,4677.50,4678.83,4677.05,4677.53,1.78,4677.94,0.03,0.017,"Bull reversal bar, Bull doji",1.30,0.45,0.730,0.253,"long_upper_tail, small_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:lower_low_lower_high
