datetime,open,high,low,close,bar_size,mid_price,body_size,body_ratio,bar_context,upper_tail,lower_tail,upper_tail_ratio,lower_tail_ratio,tail_context,close_vs_prior_high_low,breakout_depth_vs_prior,lookback_1_to_5
13/5/2026 19:28,4686.88,4687.26,4683.14,4684.72,4.12,4685.20,2.16,0.524,"Bear breakout bar, outside_bar",0.38,1.58,0.092,0.383,"almost_no_upper_tail, long_lower_tail",close_below_prior_low,0.01,1:outside_bar;2:lower_low_lower_high;3:lower_low_lower_high;4:lower_low_lower_high;5:inside_bar
13/5/2026 19:29,4684.60,4685.44,4683.57,4684.73,1.87,4684.50,0.13,0.070,"Bull doji, inside_bar",0.71,1.03,0.380,0.551,"long_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:inside_bar;2:outside_bar;3:lower_low_lower_high;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 19:30,4685.65,4688.25,4674.88,4680.41,13.37,4681.57,5.24,0.392,"Bear breakout bar, outside_bar",2.60,5.53,0.194,0.414,"small_upper_tail, long_lower_tail",close_below_prior_low,3.16,1:outside_bar;2:inside_bar;3:outside_bar;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 19:31,4680.52,4682.45,4677.80,4680.68,4.65,4680.13,0.16,0.034,"Bull doji, inside_bar",1.77,2.72,0.381,0.585,"long_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:inside_bar;2:outside_bar;3:inside_bar;4:outside_bar;5:lower_low_lower_high
13/5/2026 19:32,4680.46,4681.60,4676.09,4681.16,5.51,4678.85,0.70,0.127,Bull breakout bar,0.44,4.37,0.080,0.793,"almost_no_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:lower_low_lower_high;2:inside_bar;3:outside_bar;4:inside_bar;5:outside_bar
13/5/2026 19:33,4681.12,4681.15,4677.04,4680.51,4.11,4679.09,0.61,0.148,"Bear reversal bar, Bear doji, inside_bar",0.03,3.47,0.007,0.844,"almost_no_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:inside_bar;2:lower_low_lower_high;3:inside_bar;4:outside_bar;5:inside_bar
13/5/2026 19:34,4680.49,4683.14,4680.04,4682.38,3.10,4681.59,1.89,0.610,Bull breakout bar,0.76,0.45,0.245,0.145,"small_upper_tail, small_lower_tail",close_above_prior_high,1.23,1:higher_high_higher_low;2:inside_bar;3:lower_low_lower_high;4:inside_bar;5:outside_bar
13/5/2026 19:35,4682.37,4686.01,4681.68,4684.85,4.33,4683.85,2.48,0.573,Bull breakout bar,1.16,0.69,0.268,0.159,"small_upper_tail, small_lower_tail",close_above_prior_high,1.71,1:higher_high_higher_low;2:higher_high_higher_low;3:inside_bar;4:lower_low_lower_high;5:inside_bar
13/5/2026 19:36,4684.88,4685.31,4681.18,4682.17,4.13,4683.25,2.71,0.656,Bear breakout bar,0.43,0.99,0.104,0.240,"small_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:lower_low_lower_high;2:higher_high_higher_low;3:higher_high_higher_low;4:inside_bar;5:lower_low_lower_high
13/5/2026 19:37,4682.18,4682.67,4677.40,4677.97,5.27,4680.04,4.21,0.799,Bear breakout bar,0.49,0.57,0.093,0.108,"almost_no_upper_tail, small_lower_tail",close_below_prior_low,3.21,1:lower_low_lower_high;2:lower_low_lower_high;3:higher_high_higher_low;4:higher_high_higher_low;5:inside_bar
13/5/2026 19:38,4677.91,4680.92,4677.72,4679.97,3.20,4679.32,2.06,0.644,"Bull breakout bar, inside_bar",0.95,0.19,0.297,0.059,"small_upper_tail, almost_no_lower_tail",close_below_prior_high,0.00,1:inside_bar;2:lower_low_lower_high;3:lower_low_lower_high;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 19:39,4679.94,4680.01,4677.23,4679.12,2.78,4678.62,0.82,0.295,"Bear reversal bar, Bear doji",0.07,1.89,0.025,0.680,"almost_no_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:lower_low_lower_high;2:inside_bar;3:lower_low_lower_high;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 19:40,4679.07,4681.38,4678.07,4679.66,3.31,4679.73,0.59,0.178,"Bull reversal bar, Bull doji",1.72,1.00,0.520,0.302,"long_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:lower_low_lower_high;3:inside_bar;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 19:41,4679.56,4683.09,4679.41,4682.30,3.68,4681.25,2.74,0.745,Bull breakout bar,0.79,0.15,0.215,0.041,"small_upper_tail, almost_no_lower_tail",close_above_prior_high,0.92,1:higher_high_higher_low;2:higher_high_higher_low;3:lower_low_lower_high;4:inside_bar;5:lower_low_lower_high
13/5/2026 19:42,4682.28,4683.62,4680.64,4681.27,2.98,4682.13,1.01,0.339,Bear doji,1.34,0.63,0.450,0.211,"long_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:lower_low_lower_high;5:inside_bar
13/5/2026 19:43,4681.27,4682.11,4677.83,4681.42,4.28,4679.97,0.15,0.035,Bull doji,0.69,3.44,0.161,0.804,"small_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:lower_low_lower_high;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 19:44,4681.40,4683.97,4681.29,4683.02,2.68,4682.63,1.62,0.604,Bull breakout bar,0.95,0.11,0.354,0.041,"long_upper_tail, almost_no_lower_tail",close_above_prior_high,0.91,1:higher_high_higher_low;2:lower_low_lower_high;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 19:45,4683.61,4684.01,4682.04,4682.10,1.97,4683.03,1.51,0.766,Bear breakout bar,0.40,0.06,0.203,0.030,"small_upper_tail, almost_no_lower_tail",close_above_prior_low,0.00,1:higher_high_higher_low;2:higher_high_higher_low;3:lower_low_lower_high;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 19:46,4682.08,4682.14,4677.60,4678.69,4.54,4679.87,3.39,0.747,Bear breakout bar,0.06,1.09,0.013,0.240,"almost_no_upper_tail, small_lower_tail",close_below_prior_low,3.35,1:lower_low_lower_high;2:higher_high_higher_low;3:higher_high_higher_low;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 19:47,4678.68,4681.36,4678.57,4680.89,2.79,4679.97,2.21,0.792,"Bull breakout bar, inside_bar",0.47,0.11,0.168,0.039,"small_upper_tail, almost_no_lower_tail",close_below_prior_high,0.00,1:inside_bar;2:lower_low_lower_high;3:higher_high_higher_low;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 19:48,4680.88,4683.42,4680.88,4682.11,2.54,4682.15,1.23,0.484,"Bull reversal bar, Bull doji",1.31,0.00,0.516,0.000,"long_upper_tail, no_lower_tail",close_above_prior_high,0.75,1:higher_high_higher_low;2:inside_bar;3:lower_low_lower_high;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 19:49,4682.12,4682.51,4679.35,4680.33,3.16,4680.93,1.79,0.566,Bear breakout bar,0.39,0.98,0.123,0.310,"small_upper_tail, long_lower_tail",close_below_prior_low,0.55,1:lower_low_lower_high;2:higher_high_higher_low;3:inside_bar;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 19:50,4680.32,4684.33,4680.09,4684.27,4.24,4682.21,3.95,0.932,Bull breakout bar,0.06,0.23,0.014,0.054,"almost_no_upper_tail, almost_no_lower_tail",close_above_prior_high,1.76,1:higher_high_higher_low;2:lower_low_lower_high;3:higher_high_higher_low;4:inside_bar;5:lower_low_lower_high
13/5/2026 19:51,4684.36,4685.59,4680.04,4680.30,5.55,4682.82,4.06,0.732,"Bear breakout bar, outside_bar",1.23,0.26,0.222,0.047,"small_upper_tail, almost_no_lower_tail",close_above_prior_low,0.00,1:outside_bar;2:higher_high_higher_low;3:lower_low_lower_high;4:higher_high_higher_low;5:inside_bar
13/5/2026 19:52,4680.29,4682.36,4679.97,4682.23,2.39,4681.17,1.94,0.812,Bull breakout bar,0.13,0.32,0.054,0.134,"almost_no_upper_tail, small_lower_tail",close_below_prior_high,0.00,1:lower_low_lower_high;2:outside_bar;3:higher_high_higher_low;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 19:53,4682.27,4682.65,4681.13,4681.62,1.52,4681.89,0.65,0.428,Bear doji,0.38,0.49,0.250,0.322,"small_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:higher_high_higher_low;2:lower_low_lower_high;3:outside_bar;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 19:54,4681.61,4682.89,4680.76,4681.34,2.13,4681.83,0.27,0.127,"Bear doji, outside_bar",1.28,0.58,0.601,0.272,"long_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:outside_bar;2:higher_high_higher_low;3:lower_low_lower_high;4:outside_bar;5:higher_high_higher_low
13/5/2026 19:55,4681.37,4681.37,4678.65,4680.11,2.72,4680.01,1.26,0.463,"Bear reversal bar, Bear doji",0.00,1.46,0.000,0.537,"no_upper_tail, long_lower_tail",close_below_prior_low,0.65,1:lower_low_lower_high;2:outside_bar;3:higher_high_higher_low;4:lower_low_lower_high;5:outside_bar
13/5/2026 19:56,4680.10,4681.46,4678.75,4681.45,2.71,4680.11,1.35,0.498,Bull breakout bar,0.01,1.35,0.004,0.498,"almost_no_upper_tail, long_lower_tail",close_above_prior_high,0.08,1:higher_high_higher_low;2:lower_low_lower_high;3:outside_bar;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 19:57,4681.44,4683.23,4681.19,4683.23,2.04,4682.21,1.79,0.877,Bull breakout bar,0.00,0.25,0.000,0.123,"no_upper_tail, small_lower_tail",close_above_prior_high,1.77,1:higher_high_higher_low;2:higher_high_higher_low;3:lower_low_lower_high;4:outside_bar;5:higher_high_higher_low
13/5/2026 19:58,4683.22,4685.60,4682.99,4684.62,2.61,4684.30,1.40,0.536,Bull breakout bar,0.98,0.23,0.375,0.088,"long_upper_tail, almost_no_lower_tail",close_above_prior_high,1.39,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:lower_low_lower_high;5:outside_bar
13/5/2026 19:59,4684.57,4684.67,4682.82,4683.85,1.85,4683.75,0.72,0.389,"Bear reversal bar, Bear doji",0.10,1.03,0.054,0.557,"almost_no_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:lower_low_lower_high;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 20:00,4683.82,4688.72,4683.50,4688.69,5.22,4686.11,4.87,0.933,Bull breakout bar,0.03,0.32,0.006,0.061,"almost_no_upper_tail, almost_no_lower_tail",close_above_prior_high,4.02,1:higher_high_higher_low;2:lower_low_lower_high;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:01,4688.70,4690.64,4687.28,4687.89,3.36,4688.96,0.81,0.241,Bear doji,1.94,0.61,0.577,0.182,"long_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:higher_high_higher_low;2:higher_high_higher_low;3:lower_low_lower_high;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:02,4687.88,4689.61,4687.64,4689.60,1.97,4688.63,1.72,0.873,"Bull breakout bar, inside_bar",0.01,0.24,0.005,0.122,"almost_no_upper_tail, small_lower_tail",close_below_prior_high,0.00,1:inside_bar;2:higher_high_higher_low;3:higher_high_higher_low;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 20:03,4689.61,4690.02,4687.17,4688.35,2.85,4688.60,1.26,0.442,"Bear doji, outside_bar",0.41,1.18,0.144,0.414,"small_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:outside_bar;2:inside_bar;3:higher_high_higher_low;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 20:04,4688.36,4688.66,4686.89,4687.78,1.77,4687.78,0.58,0.328,"Bear reversal bar, Bear doji",0.30,0.89,0.169,0.503,"small_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:lower_low_lower_high;2:outside_bar;3:inside_bar;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:05,4687.79,4688.31,4686.40,4687.96,1.91,4687.36,0.17,0.089,Bull doji,0.35,1.39,0.183,0.728,"small_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:lower_low_lower_high;2:lower_low_lower_high;3:outside_bar;4:inside_bar;5:higher_high_higher_low
13/5/2026 20:06,4687.85,4689.58,4687.60,4688.20,1.98,4688.59,0.35,0.177,"Bull reversal bar, Bull doji",1.38,0.25,0.697,0.126,"long_upper_tail, small_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:lower_low_lower_high;3:lower_low_lower_high;4:outside_bar;5:inside_bar
13/5/2026 20:07,4688.21,4689.39,4687.36,4688.23,2.03,4688.38,0.02,0.010,"Bull reversal bar, Bull doji",1.16,0.85,0.571,0.419,"long_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:lower_low_lower_high;2:higher_high_higher_low;3:lower_low_lower_high;4:lower_low_lower_high;5:outside_bar
13/5/2026 20:08,4688.24,4689.36,4687.03,4687.03,2.33,4688.20,1.21,0.519,Bear breakout bar,1.12,0.00,0.481,0.000,"long_upper_tail, no_lower_tail",close_below_prior_low,0.33,1:lower_low_lower_high;2:lower_low_lower_high;3:higher_high_higher_low;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:09,4687.05,4687.96,4685.30,4686.57,2.66,4686.63,0.48,0.180,Bear breakout bar,0.91,1.27,0.342,0.477,"long_upper_tail, long_lower_tail",close_below_prior_low,0.46,1:lower_low_lower_high;2:lower_low_lower_high;3:lower_low_lower_high;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 20:10,4686.58,4687.53,4685.25,4687.42,2.28,4686.39,0.84,0.368,Bull breakout bar,0.11,1.33,0.048,0.583,"almost_no_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:lower_low_lower_high;2:lower_low_lower_high;3:lower_low_lower_high;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 20:11,4687.41,4687.93,4686.68,4687.33,1.25,4687.31,0.08,0.064,"Bear reversal bar, Bear doji",0.52,0.65,0.416,0.520,"long_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:higher_high_higher_low;2:lower_low_lower_high;3:lower_low_lower_high;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:12,4687.22,4688.85,4686.80,4688.35,2.05,4687.83,1.13,0.551,Bull breakout bar,0.50,0.42,0.244,0.205,"small_upper_tail, small_lower_tail",close_above_prior_high,0.42,1:higher_high_higher_low;2:higher_high_higher_low;3:lower_low_lower_high;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:13,4688.34,4689.59,4687.07,4688.83,2.52,4688.33,0.49,0.194,Bull doji,0.76,1.27,0.302,0.504,"long_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:14,4688.77,4691.31,4688.38,4689.84,2.93,4689.85,1.07,0.365,"Bull reversal bar, Bull doji",1.47,0.39,0.502,0.133,"long_upper_tail, small_lower_tail",close_above_prior_high,0.25,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 20:15,4689.85,4690.04,4688.56,4688.79,1.48,4689.30,1.06,0.716,"Bear breakout bar, inside_bar",0.19,0.23,0.128,0.155,"small_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:inside_bar;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:16,4688.70,4689.16,4686.66,4687.02,2.50,4687.91,1.68,0.672,Bear breakout bar,0.46,0.36,0.184,0.144,"small_upper_tail, small_lower_tail",close_below_prior_low,1.54,1:lower_low_lower_high;2:inside_bar;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:17,4687.01,4688.14,4686.54,4687.17,1.60,4687.34,0.16,0.100,"Bull reversal bar, Bull doji",0.97,0.47,0.606,0.294,"long_upper_tail, small_lower_tail",close_below_prior_high,0.00,1:lower_low_lower_high;2:lower_low_lower_high;3:inside_bar;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:18,4687.18,4691.92,4686.97,4691.92,4.95,4689.45,4.74,0.958,Bull breakout bar,0.00,0.21,0.000,0.042,"no_upper_tail, almost_no_lower_tail",close_above_prior_high,3.78,1:higher_high_higher_low;2:lower_low_lower_high;3:lower_low_lower_high;4:inside_bar;5:higher_high_higher_low
13/5/2026 20:19,4691.76,4692.27,4690.64,4692.24,1.63,4691.46,0.48,0.294,Bull breakout bar,0.03,1.12,0.018,0.687,"almost_no_upper_tail, long_lower_tail",close_above_prior_high,0.32,1:higher_high_higher_low;2:higher_high_higher_low;3:lower_low_lower_high;4:lower_low_lower_high;5:inside_bar
13/5/2026 20:20,4692.23,4693.43,4691.41,4692.43,2.02,4692.42,0.20,0.099,Bull breakout bar,1.00,0.82,0.495,0.406,"long_upper_tail, long_lower_tail",close_above_prior_high,0.16,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:21,4692.42,4692.50,4690.37,4692.00,2.13,4691.43,0.42,0.197,"Bear reversal bar, Bear doji",0.08,1.63,0.038,0.765,"almost_no_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:lower_low_lower_high;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 20:22,4692.03,4692.92,4691.20,4692.46,1.72,4692.06,0.43,0.250,Bull doji,0.46,0.83,0.267,0.483,"small_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:lower_low_lower_high;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:23,4692.45,4693.88,4692.45,4693.17,1.43,4693.17,0.72,0.503,Bull breakout bar,0.71,0.00,0.497,0.000,"long_upper_tail, no_lower_tail",close_above_prior_high,0.25,1:higher_high_higher_low;2:higher_high_higher_low;3:lower_low_lower_high;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:24,4693.18,4694.68,4693.11,4694.21,1.57,4693.90,1.03,0.656,Bull breakout bar,0.47,0.07,0.299,0.045,"small_upper_tail, almost_no_lower_tail",close_above_prior_high,0.33,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 20:25,4694.22,4694.67,4691.93,4693.22,2.74,4693.30,1.00,0.365,Bear doji,0.45,1.29,0.164,0.471,"small_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:lower_low_lower_high;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 20:26,4693.21,4693.84,4692.02,4693.17,1.82,4692.93,0.04,0.022,"Bear reversal bar, Bear doji, inside_bar",0.63,1.15,0.346,0.632,"long_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:inside_bar;2:lower_low_lower_high;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:27,4693.18,4693.25,4690.42,4690.60,2.83,4691.84,2.58,0.912,Bear breakout bar,0.07,0.18,0.025,0.064,"almost_no_upper_tail, almost_no_lower_tail",close_below_prior_low,1.42,1:lower_low_lower_high;2:inside_bar;3:lower_low_lower_high;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:28,4690.56,4690.96,4688.19,4689.64,2.77,4689.58,0.92,0.332,"Bear reversal bar, Bear doji",0.40,1.45,0.144,0.523,"small_upper_tail, long_lower_tail",close_below_prior_low,0.78,1:lower_low_lower_high;2:lower_low_lower_high;3:inside_bar;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 20:29,4689.65,4690.69,4688.57,4688.80,2.12,4689.63,0.85,0.401,"Bear doji, inside_bar",1.04,0.23,0.491,0.108,"long_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:inside_bar;2:lower_low_lower_high;3:lower_low_lower_high;4:inside_bar;5:lower_low_lower_high
13/5/2026 20:30,4688.78,4690.14,4686.93,4688.33,3.21,4688.54,0.45,0.140,Bear breakout bar,1.36,1.40,0.424,0.436,"long_upper_tail, long_lower_tail",close_below_prior_low,0.24,1:lower_low_lower_high;2:inside_bar;3:lower_low_lower_high;4:lower_low_lower_high;5:inside_bar
13/5/2026 20:31,4688.32,4688.70,4684.75,4685.48,3.95,4686.73,2.84,0.719,Bear breakout bar,0.38,0.73,0.096,0.185,"almost_no_upper_tail, small_lower_tail",close_below_prior_low,1.45,1:lower_low_lower_high;2:lower_low_lower_high;3:inside_bar;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:32,4685.49,4690.98,4684.97,4687.37,6.01,4687.98,1.88,0.313,"Bull reversal bar, Bull doji",3.61,0.52,0.601,0.087,"long_upper_tail, almost_no_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:lower_low_lower_high;3:lower_low_lower_high;4:inside_bar;5:lower_low_lower_high
13/5/2026 20:33,4687.43,4688.81,4684.64,4685.86,4.17,4686.73,1.57,0.376,Bear doji,1.38,1.22,0.331,0.293,"long_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:lower_low_lower_high;2:higher_high_higher_low;3:lower_low_lower_high;4:lower_low_lower_high;5:inside_bar
13/5/2026 20:34,4685.89,4686.41,4682.34,4684.01,4.07,4684.38,1.88,0.462,Bear breakout bar,0.52,1.67,0.128,0.410,"small_upper_tail, long_lower_tail",close_below_prior_low,0.63,1:lower_low_lower_high;2:lower_low_lower_high;3:higher_high_higher_low;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:35,4684.02,4684.29,4679.32,4679.75,4.97,4681.81,4.27,0.859,Bear breakout bar,0.27,0.43,0.054,0.087,"almost_no_upper_tail, almost_no_lower_tail",close_below_prior_low,2.59,1:lower_low_lower_high;2:lower_low_lower_high;3:lower_low_lower_high;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 20:36,4679.75,4679.76,4675.32,4678.61,4.44,4677.54,1.14,0.257,"Bear reversal bar, Bear doji",0.01,3.29,0.002,0.741,"almost_no_upper_tail, long_lower_tail",close_below_prior_low,0.71,1:lower_low_lower_high;2:lower_low_lower_high;3:lower_low_lower_high;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 20:37,4678.55,4679.39,4676.31,4677.88,3.08,4677.85,0.67,0.218,"Bear reversal bar, Bear doji, inside_bar",0.84,1.57,0.273,0.510,"small_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:inside_bar;2:lower_low_lower_high;3:lower_low_lower_high;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:38,4677.95,4678.35,4673.70,4675.41,4.65,4676.03,2.54,0.546,Bear breakout bar,0.40,1.71,0.086,0.368,"almost_no_upper_tail, long_lower_tail",close_below_prior_low,0.90,1:lower_low_lower_high;2:inside_bar;3:lower_low_lower_high;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:39,4675.42,4676.01,4673.12,4674.16,2.89,4674.57,1.26,0.436,Bear doji,0.59,1.04,0.204,0.360,"small_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:lower_low_lower_high;2:lower_low_lower_high;3:inside_bar;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:40,4674.17,4679.15,4673.35,4677.42,5.80,4676.25,3.25,0.560,Bull breakout bar,1.73,0.82,0.298,0.141,"small_upper_tail, small_lower_tail",close_above_prior_high,1.41,1:higher_high_higher_low;2:lower_low_lower_high;3:lower_low_lower_high;4:inside_bar;5:lower_low_lower_high
13/5/2026 20:41,4677.41,4680.74,4676.18,4678.08,4.56,4678.46,0.67,0.147,"Bull reversal bar, Bull doji",2.66,1.23,0.583,0.270,"long_upper_tail, small_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:higher_high_higher_low;3:lower_low_lower_high;4:lower_low_lower_high;5:inside_bar
13/5/2026 20:42,4678.21,4683.36,4676.24,4681.35,7.12,4679.80,3.14,0.441,Bull breakout bar,2.01,1.97,0.282,0.277,"small_upper_tail, small_lower_tail",close_above_prior_high,0.61,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:43,4681.35,4683.72,4679.04,4680.34,4.68,4681.38,1.01,0.216,Bear doji,2.37,1.30,0.506,0.278,"long_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:lower_low_lower_high
13/5/2026 20:44,4680.36,4681.25,4677.77,4678.71,3.48,4679.51,1.65,0.474,Bear breakout bar,0.89,0.94,0.256,0.270,"small_upper_tail, small_lower_tail",close_below_prior_low,0.33,1:lower_low_lower_high;2:higher_high_higher_low;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:45,4678.69,4679.33,4676.47,4678.14,2.86,4677.90,0.55,0.192,"Bear reversal bar, Bear doji",0.64,1.67,0.224,0.584,"small_upper_tail, long_lower_tail",close_above_prior_low,0.00,1:lower_low_lower_high;2:lower_low_lower_high;3:higher_high_higher_low;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:46,4678.19,4678.58,4672.32,4675.18,6.26,4675.45,3.01,0.481,Bear breakout bar,0.39,2.86,0.062,0.457,"almost_no_upper_tail, long_lower_tail",close_below_prior_low,1.29,1:lower_low_lower_high;2:lower_low_lower_high;3:lower_low_lower_high;4:higher_high_higher_low;5:higher_high_higher_low
13/5/2026 20:47,4675.19,4675.91,4672.77,4673.53,3.14,4674.34,1.66,0.529,"Bear breakout bar, inside_bar",0.72,0.76,0.229,0.242,"small_upper_tail, small_lower_tail",close_above_prior_low,0.00,1:inside_bar;2:lower_low_lower_high;3:lower_low_lower_high;4:lower_low_lower_high;5:higher_high_higher_low
13/5/2026 20:48,4673.51,4673.66,4669.56,4670.70,4.10,4671.61,2.81,0.685,Bear breakout bar,0.15,1.14,0.037,0.278,"almost_no_upper_tail, small_lower_tail",close_below_prior_low,2.07,1:lower_low_lower_high;2:inside_bar;3:lower_low_lower_high;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:49,4670.71,4673.12,4669.31,4672.63,3.81,4671.22,1.92,0.504,Bull breakout bar,0.49,1.40,0.129,0.367,"small_upper_tail, long_lower_tail",close_below_prior_high,0.00,1:lower_low_lower_high;2:lower_low_lower_high;3:inside_bar;4:lower_low_lower_high;5:lower_low_lower_high
13/5/2026 20:50,4672.64,4674.51,4670.04,4670.34,4.47,4672.28,2.30,0.515,Bear breakout bar,1.87,0.30,0.418,0.067,"long_upper_tail, almost_no_lower_tail",close_above_prior_low,0.00,1:higher_high_higher_low;2:lower_low_lower_high;3:lower_low_lower_high;4:inside_bar;5:lower_low_lower_high
13/5/2026 20:51,4670.29,4675.06,4670.14,4674.18,4.92,4672.60,3.89,0.791,Bull breakout bar,0.88,0.15,0.179,0.030,"small_upper_tail, almost_no_lower_tail",close_below_prior_high,0.00,1:higher_high_higher_low;2:higher_high_higher_low;3:lower_low_lower_high;4:lower_low_lower_high;5:inside_bar
13/5/2026 20:52,4674.15,4677.52,4674.12,4676.82,3.40,4675.82,2.67,0.785,Bull breakout bar,0.70,0.03,0.206,0.009,"small_upper_tail, almost_no_lower_tail",close_above_prior_high,1.76,1:higher_high_higher_low;2:higher_high_higher_low;3:higher_high_higher_low;4:lower_low_lower_high;5:lower_low_lower_high
