start,end,bars,high,low,range_height,adjacent_overlap_count,adjacent_pairs,adjacent_overlap_ratio,anchor_context
2026-05-13 22:52:00,2026-05-13 23:04:00,13,4699.67,4694.49,5.180000000000291,12,12,1.0,bear|inside|bear_reversal
2026-05-13 22:53:00,2026-05-13 23:05:00,13,4699.67,4694.49,5.180000000000291,12,12,1.0,bear|sell_trigger
2026-05-13 22:54:00,2026-05-13 23:06:00,13,4699.81,4694.49,5.3200000000006185,12,12,1.0,bull|bear_reversal|buy_trigger
2026-05-13 22:55:00,2026-05-13 23:07:00,13,4700.25,4694.49,5.760000000000218,12,12,1.0,bear|doji|inside|bear_reversal
2026-05-13 22:59:00,2026-05-13 23:11:00,13,4703.04,4694.49,8.550000000000182,12,12,1.0,bull|doji|bull_reversal|sell_trigger
2026-05-13 23:02:00,2026-05-13 23:14:00,13,4703.04,4696.42,6.619999999999891,12,12,1.0,bull|outside|buy_trigger|sell_trigger
2026-05-13 23:03:00,2026-05-13 23:15:00,13,4703.7,4696.42,7.279999999999745,12,12,1.0,bear|bear_reversal|buy_trigger
2026-05-13 23:04:00,2026-05-13 23:16:00,13,4703.85,4696.42,7.430000000000291,12,12,1.0,bear|doji|bear_reversal|sell_trigger
2026-05-13 23:05:00,2026-05-13 23:17:00,13,4703.85,4696.42,7.430000000000291,12,12,1.0,bull|outside|bull_reversal|buy_trigger|sell_trigger
2026-05-13 23:06:00,2026-05-13 23:18:00,13,4703.85,4698.06,5.789999999999964,12,12,1.0,bear|doji|bear_reversal|buy_trigger
2026-05-13 23:09:00,2026-05-13 23:21:00,13,4703.85,4698.66,5.190000000000509,12,12,1.0,bull|outside|buy_trigger|sell_trigger
2026-05-13 23:10:00,2026-05-13 23:22:00,13,4703.85,4698.66,5.190000000000509,12,12,1.0,bull|bear_reversal|buy_trigger
2026-05-13 23:12:00,2026-05-13 23:24:00,13,4709.91,4698.66,11.25,12,12,1.0,bear|bear_reversal|bear_breakout_bar|sell_trigger
2026-05-13 23:13:00,2026-05-13 23:25:00,13,4709.91,4698.66,11.25,12,12,1.0,bull|outside|buy_trigger|sell_trigger
2026-05-13 23:15:00,2026-05-13 23:27:00,13,4709.91,4698.66,11.25,12,12,1.0,bull|bull_reversal|buy_trigger
2026-05-13 23:16:00,2026-05-13 23:28:00,13,4710.24,4698.66,11.579999999999927,12,12,1.0,bear|buy_trigger
2026-05-13 23:18:00,2026-05-13 23:30:00,13,4710.24,4698.66,11.579999999999927,12,12,1.0,bear|doji|bull_reversal|sell_trigger
2026-05-13 23:19:00,2026-05-13 23:31:00,13,4710.24,4698.66,11.579999999999927,12,12,1.0,bear|outside|bear_reversal|buy_trigger|sell_trigger
2026-05-13 23:20:00,2026-05-13 23:32:00,13,4710.24,4698.71,11.529999999999745,12,12,1.0,bull|inside|bull_reversal
