39) 2026-05-13 22:06:00 -> 2026-05-13 22:32:00 | bars=27 | stair_overlap_ttr_candidate | score=0.667 | adj=0.653 | body_adj=0.430 | eff=0.205 | range_units=4.35 | slope_u/bar=0.065 | new_ext=0.269 | anchor=anchor_after_consecutive_pressure | H=4692.06 L=4682.18
40) 2026-05-13 22:09:00 -> 2026-05-13 22:27:00 | bars=19 | absolute_overlap_ttr_candidate | score=0.688 | adj=0.677 | body_adj=0.475 | eff=0.077 | range_units=2.72 | slope_u/bar=0.031 | new_ext=0.222 | anchor=anchor_after_consecutive_pressure | H=4691.02 L=4684.95
41) 2026-05-13 22:10:00 -> 2026-05-13 22:22:00 | bars=13 | absolute_overlap_ttr_candidate | score=0.699 | adj=0.729 | body_adj=0.602 | eff=0.058 | range_units=2.70 | slope_u/bar=-0.039 | new_ext=0.250 | anchor=reversal_bar_after_consecutive_pressure | H=4691.02 L=4684.95
42) 2026-05-13 22:24:00 -> 2026-05-13 22:50:00 | bars=27 | stair_overlap_ttr_candidate | score=0.593 | adj=0.670 | body_adj=0.397 | eff=0.364 | range_units=6.19 | slope_u/bar=0.210 | new_ext=0.538 | anchor=anchor_after_consecutive_pressure | H=4700.41 L=4686.66
43) 2026-05-13 22:30:00 -> 2026-05-13 22:32:00 | bars=3 | absolute_overlap_ttr_candidate | score=0.623 | adj=0.881 | body_adj=0.986 | eff=0.668 | range_units=1.83 | slope_u/bar=0.239 | new_ext=1.000 | anchor=climax_anchor_bar_not_strong_breakout_close | H=4692.06 L=4686.66
44) 2026-05-13 22:34:00 -> 2026-05-13 22:56:00 | bars=23 | stair_overlap_ttr_candidate | score=0.694 | adj=0.694 | body_adj=0.408 | eff=0.101 | range_units=4.10 | slope_u/bar=-0.022 | new_ext=0.273 | anchor=anchor_after_consecutive_pressure | H=4700.41 L=4692.78
45) 2026-05-13 22:35:00 -> 2026-05-13 22:41:00 | bars=7 | absolute_overlap_ttr_candidate | score=0.517 | adj=0.621 | body_adj=0.522 | eff=0.472 | range_units=2.82 | slope_u/bar=0.221 | new_ext=0.667 | anchor=doji_after_consecutive_pressure | H=4699.84 L=4694.48
46) 2026-05-13 22:42:00 -> 2026-05-13 22:47:00 | bars=6 | absolute_overlap_ttr_candidate | score=0.679 | adj=0.830 | body_adj=0.275 | eff=0.181 | range_units=1.79 | slope_u/bar=-0.006 | new_ext=0.400 | anchor=anchor_after_consecutive_pressure | H=4700.41 L=4697.31
47) 2026-05-13 22:43:00 -> 2026-05-13 22:49:00 | bars=7 | absolute_overlap_ttr_candidate | score=0.674 | adj=0.771 | body_adj=0.426 | eff=0.145 | range_units=1.98 | slope_u/bar=-0.096 | new_ext=0.500 | anchor=doji_after_consecutive_pressure | H=4700.41 L=4696.46
48) 2026-05-13 22:54:00 -> 2026-05-13 22:59:00 | bars=6 | absolute_overlap_ttr_candidate | score=0.664 | adj=0.706 | body_adj=0.588 | eff=0.075 | range_units=2.23 | slope_u/bar=-0.053 | new_ext=0.600 | anchor=reversal_bar_after_consecutive_pressure | H=4698.17 L=4694.49
49) 2026-05-13 23:01:00 -> 2026-05-13 23:04:00 | bars=4 | absolute_overlap_ttr_candidate | score=0.702 | adj=0.775 | body_adj=0.530 | eff=0.072 | range_units=1.55 | slope_u/bar=-0.018 | new_ext=0.667 | anchor=after_up_breakout_separator | H=4699.67 L=4697.06
50) 2026-05-13 23:05:00 -> 2026-05-13 23:08:00 | bars=4 | absolute_overlap_ttr_candidate | score=0.637 | adj=0.854 | body_adj=0.704 | eff=0.429 | range_units=2.25 | slope_u/bar=0.222 | new_ext=0.667 | anchor=climax_anchor_bar_not_strong_breakout_close | H=4700.25 L=4696.42
51) 2026-05-13 23:09:00 -> 2026-05-13 23:14:00 | bars=6 | absolute_overlap_ttr_candidate | score=0.640 | adj=0.713 | body_adj=0.291 | eff=0.216 | range_units=1.81 | slope_u/bar=0.033 | new_ext=0.200 | anchor=climax_anchor_bar_not_strong_breakout_close | H=4703.04 L=4698.83
52) 2026-05-13 23:16:00 -> 2026-05-13 23:22:00 | bars=7 | absolute_overlap_ttr_candidate | score=0.611 | adj=0.636 | body_adj=0.123 | eff=0.046 | range_units=2.17 | slope_u/bar=-0.001 | new_ext=0.500 | anchor=anchor_after_consecutive_pressure | H=4703.85 L=4698.66
53) 2026-05-13 23:17:00 -> 2026-05-13 23:22:00 | bars=6 | absolute_overlap_ttr_candidate | score=0.564 | adj=0.694 | body_adj=0.147 | eff=0.397 | range_units=1.81 | slope_u/bar=0.106 | new_ext=0.600 | anchor=anchor_after_consecutive_pressure | H=4703.14 L=4698.66
54) 2026-05-13 23:18:00 -> 2026-05-13 23:20:00 | bars=3 | absolute_overlap_ttr_candidate | score=0.703 | adj=0.862 | body_adj=0.329 | eff=0.200 | range_units=1.15 | slope_u/bar=0.082 | new_ext=0.500 | anchor=doji_after_consecutive_pressure | H=4701.42 L=4698.66
55) 2026-05-13 23:23:00 -> 2026-05-13 23:26:00 | bars=4 | absolute_overlap_ttr_candidate | score=0.577 | adj=0.672 | body_adj=0.340 | eff=0.198 | range_units=2.84 | slope_u/bar=0.091 | new_ext=0.333 | anchor=anchor_after_consecutive_pressure | H=4709.91 L=4701.71
56) 2026-05-13 23:28:00 -> 2026-05-13 23:30:00 | bars=3 | absolute_overlap_ttr_candidate | score=0.594 | adj=0.737 | body_adj=0.766 | eff=0.522 | range_units=1.60 | slope_u/bar=-0.352 | new_ext=1.000 | anchor=after_up_breakout_separator | H=4710.24 L=4706.02
57) 2026-05-13 23:31:00 -> 2026-05-13 23:37:00 | bars=7 | stair_overlap_ttr_candidate | score=0.561 | adj=0.718 | body_adj=0.275 | eff=0.556 | range_units=3.39 | slope_u/bar=-0.105 | new_ext=0.167 | anchor=climax_anchor_bar_not_strong_breakout_close | H=4707.83 L=4702.23
58) 2026-05-13 23:32:00 -> 2026-05-13 23:37:00 | bars=6 | absolute_overlap_ttr_candidate | score=0.581 | adj=0.662 | body_adj=0.330 | eff=0.408 | range_units=1.90 | slope_u/bar=-0.083 | new_ext=0.200 | anchor=anchor_after_consecutive_pressure | H=4705.19 L=4702.23
59) 2026-05-13 23:33:00 -> 2026-05-13 23:39:00 | bars=7 | absolute_overlap_ttr_candidate | score=0.539 | adj=0.522 | body_adj=0.404 | eff=0.380 | range_units=2.03 | slope_u/bar=-0.119 | new_ext=0.333 | anchor=doji_after_consecutive_pressure | H=4704.72 L=4701.63
